profile_id,strategy,n_claims_checked,n_correct,n_incorrect,n_uncertain,has_checkable_claims,no_errors,error_detail
P0159,zero_shot,0,0,0,0,False,True,
P0159,structured,3,3,0,0,True,True,
P0159,few_shot,0,0,0,0,False,True,
P0160,zero_shot,0,0,0,0,False,True,
P0160,structured,3,3,0,0,True,True,
P0160,few_shot,0,0,0,0,False,True,
P0161,zero_shot,0,0,0,0,False,True,
P0161,structured,3,3,0,0,True,True,
P0161,few_shot,0,0,0,0,False,True,
P0162,zero_shot,0,0,0,0,False,True,
P0162,structured,3,3,0,0,True,True,
P0162,few_shot,0,0,0,0,False,True,
P0163,zero_shot,0,0,0,0,False,True,
P0163,structured,18,15,3,0,True,False,"CC012: claimed fuel_reward_rate=1.0%, actual 5.0%; CC015: claimed fuel_reward_rate=1.0%, actual 3.0%; CC016: claimed fuel_reward_rate=1.0%, actual 4.0%"
P0163,few_shot,0,0,0,0,False,True,
P0164,zero_shot,0,0,0,0,False,True,
P0164,structured,12,12,0,0,True,True,
P0164,few_shot,0,0,0,0,False,True,
P0165,zero_shot,0,0,0,0,False,True,
P0165,structured,3,3,0,0,True,True,
P0165,few_shot,0,0,0,0,False,True,
P0166,zero_shot,0,0,0,0,False,True,
P0166,structured,3,3,0,0,True,True,
P0166,few_shot,0,0,0,0,False,True,
P0167,zero_shot,0,0,0,0,False,True,
P0167,structured,3,3,0,0,True,True,
P0167,few_shot,0,0,0,0,False,True,
P0168,zero_shot,0,0,0,0,False,True,
P0168,structured,3,3,0,0,True,True,
P0168,few_shot,0,0,0,0,False,True,
P0169,zero_shot,0,0,0,0,False,True,
P0169,structured,3,3,0,0,True,True,
P0169,few_shot,0,0,0,0,False,True,
P0170,zero_shot,0,0,0,0,False,True,
P0170,structured,3,3,0,0,True,True,
P0170,few_shot,0,0,0,0,False,True,
P0171,zero_shot,0,0,0,0,False,True,
P0171,structured,3,3,0,0,True,True,
P0171,few_shot,0,0,0,0,False,True,
P0172,zero_shot,0,0,0,0,False,True,
P0172,structured,3,3,0,0,True,True,
P0172,few_shot,0,0,0,0,False,True,
P0173,zero_shot,0,0,0,0,False,True,
P0173,structured,3,3,0,0,True,True,
P0173,few_shot,0,0,0,0,False,True,
P0174,zero_shot,0,0,0,0,False,True,
P0174,structured,6,4,2,0,True,False,"CC015: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0174,few_shot,0,0,0,0,False,True,
P0175,zero_shot,0,0,0,0,False,True,
P0175,structured,3,3,0,0,True,True,
P0175,few_shot,0,0,0,0,False,True,
P0176,zero_shot,0,0,0,0,False,True,
P0176,structured,3,3,0,0,True,True,
P0176,few_shot,0,0,0,0,False,True,
P0177,zero_shot,0,0,0,0,False,True,
P0177,structured,3,3,0,0,True,True,
P0177,few_shot,0,0,0,0,False,True,
P0178,zero_shot,0,0,0,0,False,True,
P0178,structured,3,3,0,0,True,True,
P0178,few_shot,0,0,0,0,False,True,
P0179,zero_shot,0,0,0,0,False,True,
P0179,structured,3,3,0,0,True,True,
P0179,few_shot,0,0,0,0,False,True,
P0180,zero_shot,0,0,0,0,False,True,
P0180,structured,12,3,9,0,True,False,"CC012: claimed fuel_reward_rate=0.0%, actual 5.0%; CC012: claimed dining_reward_rate=0.0%, actual 1.0%; CC012: claimed travel_reward_rate=0.0%, actual 3.0%; CC015: claimed fuel_reward_rate=0.0%, actual 3.0%; CC015: claimed dining_reward_rate=0.0%, actual 3.0%; CC015: claimed travel_reward_rate=0.0%, actual 2.0%; CC016: claimed fuel_reward_rate=0.0%, actual 4.0%; CC016: claimed dining_reward_rate=0.0%, actual 2.0%; CC016: claimed travel_reward_rate=0.0%, actual 2.0%"
P0180,few_shot,0,0,0,0,False,True,
P0181,zero_shot,0,0,0,0,False,True,
P0181,structured,3,3,0,0,True,True,
P0181,few_shot,0,0,0,0,False,True,
P0182,zero_shot,0,0,0,0,False,True,
P0182,structured,3,3,0,0,True,True,
P0182,few_shot,0,0,0,0,False,True,
P0183,zero_shot,0,0,0,0,False,True,
P0183,structured,3,3,0,0,True,True,
P0183,few_shot,0,0,0,0,False,True,
P0184,zero_shot,0,0,0,0,False,True,
P0184,structured,21,21,0,0,True,True,
P0184,few_shot,0,0,0,0,False,True,
P0185,zero_shot,0,0,0,0,False,True,
P0185,structured,6,4,2,0,True,False,"CC012: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0185,few_shot,0,0,0,0,False,True,
P0186,zero_shot,0,0,0,0,False,True,
P0186,structured,3,3,0,0,True,True,
P0186,few_shot,0,0,0,0,False,True,
P0187,zero_shot,0,0,0,0,False,True,
P0187,structured,3,3,0,0,True,True,
P0187,few_shot,0,0,0,0,False,True,
P0188,zero_shot,0,0,0,0,False,True,
P0188,structured,6,3,3,0,True,False,"CC012: claimed grocery_reward_rate=0.0%, actual 2.0%; CC015: claimed grocery_reward_rate=0.0%, actual 5.0%; CC016: claimed grocery_reward_rate=0.0%, actual 3.0%"
P0188,few_shot,0,0,0,0,False,True,
P0189,zero_shot,0,0,0,0,False,True,
P0189,structured,6,4,2,0,True,False,"CC015: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0189,few_shot,0,0,0,0,False,True,
P0190,zero_shot,0,0,0,0,False,True,
P0190,structured,3,3,0,0,True,True,
P0190,few_shot,0,0,0,0,False,True,
P0191,zero_shot,0,0,0,0,False,True,
P0191,structured,3,3,0,0,True,True,
P0191,few_shot,0,0,0,0,False,True,
P0192,zero_shot,0,0,0,0,False,True,
P0192,structured,3,3,0,0,True,True,
P0192,few_shot,0,0,0,0,False,True,
P0193,zero_shot,0,0,0,0,False,True,
P0193,structured,3,3,0,0,True,True,
P0193,few_shot,0,0,0,0,False,True,
P0194,zero_shot,0,0,0,0,False,True,
P0194,structured,3,3,0,0,True,True,
P0194,few_shot,0,0,0,0,False,True,
P0195,zero_shot,0,0,0,0,False,True,
P0195,structured,3,3,0,0,True,True,
P0195,few_shot,0,0,0,0,False,True,
P0196,zero_shot,0,0,0,0,False,True,
P0196,structured,3,3,0,0,True,True,
P0196,few_shot,0,0,0,0,False,True,
P0197,zero_shot,0,0,0,0,False,True,
P0197,structured,3,3,0,0,True,True,
P0197,few_shot,0,0,0,0,False,True,
P0198,zero_shot,0,0,0,0,False,True,
P0198,structured,3,3,0,0,True,True,
P0198,few_shot,0,0,0,0,False,True,
P0199,zero_shot,0,0,0,0,False,True,
P0199,structured,3,3,0,0,True,True,
P0199,few_shot,0,0,0,0,False,True,
P0200,zero_shot,0,0,0,0,False,True,
P0200,structured,3,3,0,0,True,True,
P0200,few_shot,0,0,0,0,False,True,
P0201,zero_shot,0,0,0,0,False,True,
P0201,structured,3,3,0,0,True,True,
P0201,few_shot,0,0,0,0,False,True,
P0202,zero_shot,0,0,0,0,False,True,
P0202,structured,3,3,0,0,True,True,
P0202,few_shot,0,0,0,0,False,True,
P0203,zero_shot,0,0,0,0,False,True,
P0203,structured,12,8,4,0,True,False,"CC013: claimed online_shopping_reward_rate=3.0%, actual 0.0%; CC013: claimed online_shopping_reward_rate=1.0%, actual 0.0%; CC015: claimed online_shopping_reward_rate=3.0%, actual 1.0%; CC016: claimed online_shopping_reward_rate=1.0%, actual 3.0%"
P0203,few_shot,0,0,0,0,False,True,
P0204,zero_shot,0,0,0,0,False,True,
P0204,structured,3,3,0,0,True,True,
P0204,few_shot,0,0,0,0,False,True,
P0205,zero_shot,0,0,0,0,False,True,
P0205,structured,3,3,0,0,True,True,
P0205,few_shot,0,0,0,0,False,True,
P0206,zero_shot,0,0,0,0,False,True,
P0206,structured,3,3,0,0,True,True,
P0206,few_shot,0,0,0,0,False,True,
P0207,zero_shot,0,0,0,0,False,True,
P0207,structured,3,3,0,0,True,True,
P0207,few_shot,0,0,0,0,False,True,
P0208,zero_shot,0,0,0,0,False,True,
P0208,structured,3,3,0,0,True,True,
P0208,few_shot,0,0,0,0,False,True,
P0209,zero_shot,0,0,0,0,False,True,
P0209,structured,3,3,0,0,True,True,
P0209,few_shot,0,0,0,0,False,True,
P0210,zero_shot,0,0,0,0,False,True,
P0210,structured,3,3,0,0,True,True,
P0210,few_shot,0,0,0,0,False,True,
P0211,zero_shot,0,0,0,0,False,True,
P0211,structured,3,3,0,0,True,True,
P0211,few_shot,0,0,0,0,False,True,
P0212,zero_shot,0,0,0,0,False,True,
P0212,structured,3,3,0,0,True,True,
P0212,few_shot,0,0,0,0,False,True,
P0213,zero_shot,0,0,0,0,False,True,
P0213,structured,3,3,0,0,True,True,
P0213,few_shot,0,0,0,0,False,True,
P0214,zero_shot,0,0,0,0,False,True,
P0214,structured,3,3,0,0,True,True,
P0214,few_shot,0,0,0,0,False,True,
P0215,zero_shot,0,0,0,0,False,True,
P0215,structured,3,3,0,0,True,True,
P0215,few_shot,0,0,0,0,False,True,
P0216,zero_shot,0,0,0,0,False,True,
P0216,structured,3,3,0,0,True,True,
P0216,few_shot,0,0,0,0,False,True,
P0217,zero_shot,0,0,0,0,False,True,
P0217,structured,3,3,0,0,True,True,
P0217,few_shot,0,0,0,0,False,True,
P0218,zero_shot,0,0,0,0,False,True,
P0218,structured,3,3,0,0,True,True,
P0218,few_shot,0,0,0,0,False,True,
P0219,zero_shot,0,0,0,0,False,True,
P0219,structured,3,3,0,0,True,True,
P0219,few_shot,0,0,0,0,False,True,
P0220,zero_shot,0,0,0,0,False,True,
P0220,structured,12,6,6,0,True,False,"CC012: claimed online_shopping_reward_rate=1.0%, actual 4.0%; CC012: claimed online_shopping_reward_rate=3.0%, actual 4.0%; CC015: claimed online_shopping_reward_rate=4.0%, actual 1.0%; CC015: claimed online_shopping_reward_rate=3.0%, actual 1.0%; CC016: claimed online_shopping_reward_rate=1.0%, actual 3.0%; CC016: claimed online_shopping_reward_rate=4.0%, actual 3.0%"
P0220,few_shot,0,0,0,0,False,True,
P0221,zero_shot,0,0,0,0,False,True,
P0221,structured,3,3,0,0,True,True,
P0221,few_shot,0,0,0,0,False,True,
P0222,zero_shot,0,0,0,0,False,True,
P0222,structured,3,3,0,0,True,True,
P0222,few_shot,0,0,0,0,False,True,
P0223,zero_shot,0,0,0,0,False,True,
P0223,structured,3,3,0,0,True,True,
P0223,few_shot,0,0,0,0,False,True,
P0224,zero_shot,0,0,0,0,False,True,
P0224,structured,3,3,0,0,True,True,
P0224,few_shot,0,0,0,0,False,True,
P0225,zero_shot,0,0,0,0,False,True,
P0225,structured,3,3,0,0,True,True,
P0225,few_shot,0,0,0,0,False,True,
P0226,zero_shot,0,0,0,0,False,True,
P0226,structured,3,3,0,0,True,True,
P0226,few_shot,0,0,0,0,False,True,
P0227,zero_shot,0,0,0,0,False,True,
P0227,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0227,few_shot,0,0,0,0,False,True,
P0228,zero_shot,0,0,0,0,False,True,
P0228,structured,12,6,6,0,True,False,"CC006: claimed fuel_reward_rate=5.0%, actual 0.0%; CC006: claimed fuel_reward_rate=4.0%, actual 0.0%; CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed grocery_reward_rate=4.0%, actual 2.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed grocery_reward_rate=4.0%, actual 3.0%"
P0228,few_shot,0,0,0,0,False,True,
P0229,zero_shot,0,0,0,0,False,True,
P0229,structured,6,4,2,0,True,False,"CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%"
P0229,few_shot,0,0,0,0,False,True,
P0230,zero_shot,0,0,0,0,False,True,
P0230,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0230,few_shot,0,0,0,0,False,True,
P0231,zero_shot,0,0,0,0,False,True,
P0231,structured,12,6,6,0,True,False,"CC006: claimed fuel_reward_rate=5.0%, actual 0.0%; CC006: claimed fuel_reward_rate=4.0%, actual 0.0%; CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed grocery_reward_rate=4.0%, actual 2.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed grocery_reward_rate=4.0%, actual 3.0%"
P0231,few_shot,0,0,0,0,False,True,
P0232,zero_shot,0,0,0,0,False,True,
P0232,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0232,few_shot,0,0,0,0,False,True,
P0233,zero_shot,0,0,0,0,False,True,
P0233,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0233,few_shot,0,0,0,0,False,True,
P0234,zero_shot,0,0,0,0,False,True,
P0234,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0234,few_shot,0,0,0,0,False,True,
P0235,zero_shot,0,0,0,0,False,True,
P0235,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0235,few_shot,0,0,0,0,False,True,
P0236,zero_shot,0,0,0,0,False,True,
P0236,structured,3,3,0,0,True,True,
P0236,few_shot,0,0,0,0,False,True,
P0237,zero_shot,0,0,0,0,False,True,
P0237,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0237,few_shot,0,0,0,0,False,True,
P0238,zero_shot,0,0,0,0,False,True,
P0238,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0238,few_shot,0,0,0,0,False,True,
P0239,zero_shot,0,0,0,0,False,True,
P0239,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0239,few_shot,0,0,0,0,False,True,
P0240,zero_shot,0,0,0,0,False,True,
P0240,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0240,few_shot,0,0,0,0,False,True,
P0241,zero_shot,0,0,0,0,False,True,
P0241,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0241,few_shot,0,0,0,0,False,True,
P0242,zero_shot,0,0,0,0,False,True,
P0242,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0242,few_shot,0,0,0,0,False,True,
P0243,zero_shot,0,0,0,0,False,True,
P0243,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0243,few_shot,0,0,0,0,False,True,
P0244,zero_shot,0,0,0,0,False,True,
P0244,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0244,few_shot,0,0,0,0,False,True,
P0245,zero_shot,0,0,0,0,False,True,
P0245,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0245,few_shot,0,0,0,0,False,True,
P0246,zero_shot,0,0,0,0,False,True,
P0246,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0246,few_shot,0,0,0,0,False,True,
P0247,zero_shot,0,0,0,0,False,True,
P0247,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0247,few_shot,0,0,0,0,False,True,
P0248,zero_shot,0,0,0,0,False,True,
P0248,structured,12,10,0,2,True,True,
P0248,few_shot,0,0,0,0,False,True,
P0249,zero_shot,0,0,0,0,False,True,
P0249,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0249,few_shot,0,0,0,0,False,True,
P0250,zero_shot,0,0,0,0,False,True,
P0250,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0250,few_shot,0,0,0,0,False,True,
P0251,zero_shot,0,0,0,0,False,True,
P0251,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0251,few_shot,0,0,0,0,False,True,
P0252,zero_shot,0,0,0,0,False,True,
P0252,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0252,few_shot,0,0,0,0,False,True,
P0253,zero_shot,0,0,0,0,False,True,
P0253,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0253,few_shot,0,0,0,0,False,True,
P0254,zero_shot,0,0,0,0,False,True,
P0254,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0254,few_shot,0,0,0,0,False,True,
P0255,zero_shot,0,0,0,0,False,True,
P0255,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0255,few_shot,0,0,0,0,False,True,
P0256,zero_shot,0,0,0,0,False,True,
P0256,structured,3,3,0,0,True,True,
P0256,few_shot,0,0,0,0,False,True,
P0257,zero_shot,0,0,0,0,False,True,
P0257,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0257,few_shot,0,0,0,0,False,True,
P0258,zero_shot,0,0,0,0,False,True,
P0258,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0258,few_shot,0,0,0,0,False,True,
P0259,zero_shot,0,0,0,0,False,True,
P0259,structured,12,10,0,2,True,True,
P0259,few_shot,0,0,0,0,False,True,
P0260,zero_shot,0,0,0,0,False,True,
P0260,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0260,few_shot,0,0,0,0,False,True,
P0261,zero_shot,0,0,0,0,False,True,
P0261,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0261,few_shot,0,0,0,0,False,True,
P0262,zero_shot,0,0,0,0,False,True,
P0262,structured,12,6,6,0,True,False,"CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0262,few_shot,0,0,0,0,False,True,
P0263,zero_shot,0,0,0,0,False,True,
P0263,structured,9,5,4,0,True,False,"CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC015: claimed fuel_reward_rate=5.0%, actual 3.0%; CC016: claimed fuel_reward_rate=5.0%, actual 4.0%; CC016: claimed fuel_reward_rate=3.0%, actual 4.0%"
P0263,few_shot,0,0,0,0,False,True,
P0264,zero_shot,0,0,0,0,False,True,
P0264,structured,3,3,0,0,True,True,
P0264,few_shot,0,0,0,0,False,True,
P0265,zero_shot,0,0,0,0,False,True,
P0265,structured,3,3,0,0,True,True,
P0265,few_shot,0,0,0,0,False,True,
P0266,zero_shot,0,0,0,0,False,True,
P0266,structured,3,3,0,0,True,True,
P0266,few_shot,0,0,0,0,False,True,
P0267,zero_shot,0,0,0,0,False,True,
P0267,structured,3,3,0,0,True,True,
P0267,few_shot,0,0,0,0,False,True,
P0268,zero_shot,0,0,0,0,False,True,
P0268,structured,3,3,0,0,True,True,
P0268,few_shot,0,0,0,0,False,True,
P0269,zero_shot,0,0,0,0,False,True,
P0269,structured,3,3,0,0,True,True,
P0269,few_shot,0,0,0,0,False,True,
P0270,zero_shot,0,0,0,0,False,True,
P0270,structured,3,3,0,0,True,True,
P0270,few_shot,0,0,0,0,False,True,
P0271,zero_shot,0,0,0,0,False,True,
P0271,structured,3,3,0,0,True,True,
P0271,few_shot,0,0,0,0,False,True,
P0272,zero_shot,0,0,0,0,False,True,
P0272,structured,3,3,0,0,True,True,
P0272,few_shot,0,0,0,0,False,True,
P0273,zero_shot,0,0,0,0,False,True,
P0273,structured,3,3,0,0,True,True,
P0273,few_shot,0,0,0,0,False,True,
P0274,zero_shot,0,0,0,0,False,True,
P0274,structured,3,3,0,0,True,True,
P0274,few_shot,0,0,0,0,False,True,
P0275,zero_shot,0,0,0,0,False,True,
P0275,structured,3,3,0,0,True,True,
P0275,few_shot,0,0,0,0,False,True,
P0276,zero_shot,0,0,0,0,False,True,
P0276,structured,3,3,0,0,True,True,
